device_id,timestamp,total_flows,total_bytes,total_packets,avg_packet_size,avg_duration_ms,tcp_ratio,udp_ratio,http_ratio,https_ratio,dns_ratio,rtsp_ratio,mqtt_ratio,hl7_ratio,modbus_ratio,unique_dst_ips,unique_dst_ports,external_ratio
cam_01,2026-06-03T06:31:39.937238+00:00,60,888507,2062,430.8957,2364.05,0.0,0.0,0.2333,0.1333,0.1667,0.4667,0.0,0.0,0.0,5,5,0.15
cam_01,2026-06-03T06:36:39.937238+00:00,46,688126,1458,471.9657,2600.7174,0.0,0.0,0.3478,0.2174,0.0217,0.413,0.0,0.0,0.0,4,5,0.0435
cam_01,2026-06-03T06:41:39.937238+00:00,41,633750,1205,525.9336,3156.1463,0.0,0.0,0.2195,0.122,0.0976,0.561,0.0,0.0,0.0,5,5,0.0732
cam_01,2026-06-03T06:46:39.937238+00:00,69,1051256,2158,487.1437,2360.8986,0.0,0.0,0.1594,0.1159,0.1449,0.5797,0.0,0.0,0.0,4,5,0.1449
cam_01,2026-06-03T06:51:39.937238+00:00,57,801683,1909,419.9492,2674.0526,0.0,0.0,0.3158,0.1404,0.1404,0.4035,0.0,0.0,0.0,5,5,0.0877
cam_01,2026-06-03T06:56:39.937238+00:00,63,968778,1831,529.0978,2673.3492,0.0,0.0,0.2063,0.1429,0.0635,0.5873,0.0,0.0,0.0,5,5,0.0952
cam_01,2026-06-03T07:01:39.937238+00:00,83,1244005,2545,488.8035,2422.9157,0.0,0.0,0.2651,0.0964,0.1205,0.5181,0.0,0.0,0.0,5,5,0.2289
cam_01,2026-06-03T07:06:39.937238+00:00,89,1318597,2857,461.532,2749.7191,0.0,0.0,0.3483,0.1124,0.1461,0.3933,0.0,0.0,0.0,5,5,0.1573
cam_01,2026-06-03T07:11:39.937238+00:00,60,964179,1862,517.819,2590.7,0.0,0.0,0.2667,0.1,0.0667,0.5667,0.0,0.0,0.0,5,5,0.1667
cam_01,2026-06-03T07:16:39.937238+00:00,74,1119255,1899,589.3918,2631.3649,0.0,0.0,0.2027,0.1351,0.0676,0.5946,0.0,0.0,0.0,5,5,0.2027
cam_01,2026-06-03T07:21:39.937238+00:00,67,994402,2286,434.9965,2490.6567,0.0,0.0,0.2985,0.1791,0.1343,0.3881,0.0,0.0,0.0,4,5,0.0746
cam_01,2026-06-03T07:26:39.937238+00:00,73,1059593,2236,473.8788,2515.4795,0.0,0.0,0.2329,0.2192,0.1233,0.4247,0.0,0.0,0.0,5,5,0.0822
cam_01,2026-06-03T07:31:39.937238+00:00,63,907874,2302,394.3849,2699.5714,0.0,0.0,0.2222,0.2222,0.0317,0.5238,0.0,0.0,0.0,5,5,0.1429
cam_01,2026-06-03T07:36:39.937238+00:00,74,1170383,2477,472.5002,2582.3784,0.0,0.0,0.2297,0.1216,0.1351,0.5135,0.0,0.0,0.0,5,5,0.1081
cam_01,2026-06-03T07:41:39.937238+00:00,82,1207681,3600,335.4669,2498.2073,0.0,0.0,0.2317,0.1341,0.1341,0.5,0.0,0.0,0.0,5,5,0.1341
cam_01,2026-06-03T07:46:39.937238+00:00,83,1226226,2263,541.8586,2649.6867,0.0,0.0,0.3133,0.1084,0.1084,0.4699,0.0,0.0,0.0,5,5,0.1205
cam_01,2026-06-03T07:51:39.937238+00:00,77,1179808,2435,484.5207,2574.8182,0.0,0.0,0.2338,0.1688,0.1039,0.4935,0.0,0.0,0.0,5,5,0.1429
cam_01,2026-06-03T07:56:39.937238+00:00,73,1116267,2814,396.6834,2555.726,0.0,0.0,0.2329,0.2055,0.0548,0.5068,0.0,0.0,0.0,5,5,0.1507
cam_01,2026-06-03T08:01:39.937238+00:00,56,845902,1697,498.4691,2370.2679,0.0,0.0,0.3571,0.1071,0.0,0.5357,0.0,0.0,0.0,5,4,0.125
cam_01,2026-06-03T08:06:39.937238+00:00,59,860054,1822,472.0384,2521.9322,0.0,0.0,0.2203,0.1525,0.0847,0.5424,0.0,0.0,0.0,5,5,0.1695
cam_01,2026-06-03T08:11:39.937238+00:00,40,552103,1302,424.0422,2696.6,0.0,0.0,0.3,0.175,0.1,0.425,0.0,0.0,0.0,5,5,0.125
cam_01,2026-06-03T08:16:39.937238+00:00,51,779913,1968,396.2973,2661.1961,0.0,0.0,0.1765,0.1373,0.098,0.5882,0.0,0.0,0.0,5,5,0.1176
cam_01,2026-06-03T08:21:39.937238+00:00,69,1029397,1930,533.3663,2518.2174,0.0,0.0,0.1304,0.1739,0.1159,0.5797,0.0,0.0,0.0,4,5,0.1159
cam_01,2026-06-03T08:26:39.937238+00:00,53,740770,1698,436.2603,2767.1132,0.0,0.0,0.2453,0.1698,0.0943,0.4906,0.0,0.0,0.0,5,5,0.1321
cam_01,2026-06-03T08:31:39.937238+00:00,47,725430,1558,465.6162,2167.8511,0.0,0.0,0.234,0.0851,0.1702,0.5106,0.0,0.0,0.0,5,5,0.1702
cam_01,2026-06-03T08:36:39.937238+00:00,74,1074426,2085,515.3122,2850.473,0.0,0.0,0.1622,0.1892,0.0811,0.5676,0.0,0.0,0.0,5,5,0.2162
cam_01,2026-06-03T08:41:39.937238+00:00,88,1264201,2381,530.9538,2730.0455,0.0,0.0,0.2614,0.125,0.1023,0.5114,0.0,0.0,0.0,5,5,0.1023
cam_01,2026-06-03T08:46:39.937238+00:00,70,1000554,2142,467.112,2603.3143,0.0,0.0,0.2714,0.2714,0.1,0.3571,0.0,0.0,0.0,5,4,0.1571
cam_01,2026-06-03T08:51:39.937238+00:00,58,886657,2110,420.2166,2621.2931,0.0,0.0,0.3793,0.1207,0.1207,0.3793,0.0,0.0,0.0,5,4,0.1379
cam_01,2026-06-03T08:56:39.937238+00:00,47,641006,1238,517.7754,2035.4681,0.0,0.0,0.2553,0.1915,0.0426,0.5106,0.0,0.0,0.0,5,4,0.234
cam_01,2026-06-03T09:01:39.937238+00:00,62,900365,2068,435.3796,2277.5968,0.0,0.0,0.3226,0.1129,0.1452,0.4194,0.0,0.0,0.0,4,5,0.0806
cam_01,2026-06-03T09:06:39.937238+00:00,54,866144,2493,347.4304,2462.9815,0.0,0.0,0.2593,0.1296,0.0926,0.5185,0.0,0.0,0.0,4,5,0.0741
cam_01,2026-06-03T09:11:39.937238+00:00,86,1257855,2483,506.5868,2575.3488,0.0,0.0,0.2558,0.2209,0.1512,0.3721,0.0,0.0,0.0,5,5,0.1163
cam_01,2026-06-03T09:16:39.937238+00:00,86,1308307,3383,386.7298,2808.2907,0.0,0.0,0.2093,0.1163,0.1047,0.5698,0.0,0.0,0.0,5,5,0.2326
cam_01,2026-06-03T09:21:39.937238+00:00,64,997907,2236,446.2911,2402.6562,0.0,0.0,0.2969,0.1719,0.1094,0.4219,0.0,0.0,0.0,4,5,0.125
cam_01,2026-06-03T09:26:39.937238+00:00,80,1158685,2282,507.7498,2702.2625,0.0,0.0,0.225,0.2625,0.0625,0.45,0.0,0.0,0.0,5,5,0.1875
cam_01,2026-06-03T09:31:39.937238+00:00,74,1095656,2257,485.4479,2638.1622,0.0,0.0,0.2838,0.1081,0.0811,0.527,0.0,0.0,0.0,5,5,0.2838
cam_01,2026-06-03T09:36:39.937238+00:00,71,1045656,1959,533.7703,2654.3521,0.0,0.0,0.2958,0.1972,0.0704,0.4366,0.0,0.0,0.0,5,5,0.2535
cam_01,2026-06-03T09:41:39.937238+00:00,82,1202522,2509,479.2834,2529.1829,0.0,0.0,0.2805,0.122,0.1341,0.4634,0.0,0.0,0.0,5,5,0.2073
cam_01,2026-06-03T09:46:39.937238+00:00,43,638863,1404,455.0306,2574.6047,0.0,0.0,0.2093,0.1163,0.2093,0.4651,0.0,0.0,0.0,4,5,0.1163
cam_01,2026-06-03T09:51:39.937238+00:00,66,1024455,1994,513.7688,2811.5303,0.0,0.0,0.3485,0.0909,0.1212,0.4394,0.0,0.0,0.0,5,5,0.1515
cam_01,2026-06-03T09:56:39.937238+00:00,76,1138957,2317,491.5654,2345.1711,0.0,0.0,0.2895,0.1316,0.1974,0.3816,0.0,0.0,0.0,5,5,0.0658
cam_01,2026-06-03T10:01:39.937238+00:00,45,709129,1807,392.4344,3031.8,0.0,0.0,0.4,0.0667,0.2,0.3333,0.0,0.0,0.0,5,5,0.1111
cam_01,2026-06-03T10:06:39.937238+00:00,53,840308,1647,510.2052,2380.0,0.0,0.0,0.3019,0.1321,0.0755,0.4906,0.0,0.0,0.0,5,5,0.2453
cam_01,2026-06-03T10:11:39.937238+00:00,55,831799,1764,471.5414,2441.0,0.0,0.0,0.1818,0.1818,0.1273,0.5091,0.0,0.0,0.0,5,5,0.1818
cam_01,2026-06-03T10:16:39.937238+00:00,87,1269398,2304,550.954,2578.7011,0.0,0.0,0.2644,0.1034,0.092,0.5402,0.0,0.0,0.0,5,5,0.2184
cam_01,2026-06-03T10:21:39.937238+00:00,88,1409893,2868,491.5945,2278.9886,0.0,0.0,0.2841,0.1818,0.1705,0.3636,0.0,0.0,0.0,5,5,0.1932
cam_01,2026-06-03T10:26:39.937238+00:00,78,1133153,2539,446.2989,2641.4487,0.0,0.0,0.2436,0.141,0.0769,0.5385,0.0,0.0,0.0,5,5,0.2051
cam_01,2026-06-03T10:31:39.937238+00:00,45,648209,1522,425.8929,2547.4222,0.0,0.0,0.5333,0.1333,0.0222,0.3111,0.0,0.0,0.0,5,4,0.1556
cam_01,2026-06-03T10:36:39.937238+00:00,47,653497,1168,559.5009,2362.9787,0.0,0.0,0.2766,0.1702,0.1702,0.383,0.0,0.0,0.0,4,5,0.1915
cam_01,2026-06-03T10:41:39.937238+00:00,47,715325,1577,453.5986,2326.7234,0.0,0.0,0.1915,0.1064,0.1489,0.5532,0.0,0.0,0.0,5,5,0.1915
cam_01,2026-06-03T10:46:39.937238+00:00,59,899579,2024,444.456,2320.6441,0.0,0.0,0.3051,0.1356,0.1356,0.4237,0.0,0.0,0.0,5,5,0.1695
cam_01,2026-06-03T10:51:39.937238+00:00,86,1178866,2750,428.6785,2527.8721,0.0,0.0,0.3023,0.1047,0.1047,0.4884,0.0,0.0,0.0,5,5,0.1279
cam_01,2026-06-03T10:56:39.937238+00:00,63,1078492,1615,667.7969,2656.2698,0.0,0.0,0.1905,0.0794,0.1111,0.619,0.0,0.0,0.0,5,5,0.1905
cam_01,2026-06-03T11:01:39.937238+00:00,58,847164,1744,485.7592,2315.8966,0.0,0.0,0.3103,0.1034,0.1207,0.4655,0.0,0.0,0.0,4,5,0.1379
cam_01,2026-06-03T11:06:39.937238+00:00,46,760926,1779,427.7268,2843.5217,0.0,0.0,0.3043,0.1304,0.0652,0.5,0.0,0.0,0.0,5,5,0.2174
cam_01,2026-06-03T11:11:39.937238+00:00,85,1313942,3192,411.636,2355.6353,0.0,0.0,0.2471,0.1412,0.0706,0.5412,0.0,0.0,0.0,5,5,0.2118
cam_01,2026-06-03T11:16:39.937238+00:00,87,1281632,2772,462.3492,2657.931,0.0,0.0,0.2069,0.1839,0.0575,0.5517,0.0,0.0,0.0,5,5,0.1264
cam_01,2026-06-03T11:21:39.937238+00:00,89,1349254,2711,497.6961,2479.0,0.0,0.0,0.1573,0.0899,0.0787,0.6742,0.0,0.0,0.0,5,5,0.1461
cam_01,2026-06-03T11:26:39.937238+00:00,62,836057,1475,566.8183,2502.9839,0.0,0.0,0.2097,0.0806,0.1129,0.5968,0.0,0.0,0.0,5,5,0.2097
cam_01,2026-06-03T11:31:39.937238+00:00,54,821844,1860,441.8516,2426.2963,0.0,0.0,0.2407,0.1667,0.0741,0.5185,0.0,0.0,0.0,5,5,0.1852
cam_01,2026-06-03T11:36:39.937238+00:00,48,729395,1697,429.8144,2305.3125,0.0,0.0,0.1667,0.1458,0.1042,0.5833,0.0,0.0,0.0,5,5,0.125
cam_01,2026-06-03T11:41:39.937238+00:00,40,526197,1038,506.9335,2128.675,0.0,0.0,0.2,0.1,0.175,0.525,0.0,0.0,0.0,5,5,0.275
cam_01,2026-06-03T11:46:39.937238+00:00,78,1201807,2547,471.852,2541.2692,0.0,0.0,0.3205,0.141,0.0769,0.4615,0.0,0.0,0.0,5,5,0.141
cam_01,2026-06-03T11:51:39.937238+00:00,42,693674,1113,623.2471,2523.0238,0.0,0.0,0.2619,0.0952,0.0714,0.5714,0.0,0.0,0.0,5,5,0.1429
cam_01,2026-06-03T11:56:39.937238+00:00,89,1347126,2788,483.1872,2379.2247,0.0,0.0,0.2022,0.1461,0.0562,0.5955,0.0,0.0,0.0,5,5,0.1798
cam_01,2026-06-03T12:01:39.937238+00:00,44,653643,2132,306.5868,2720.4318,0.0,0.0,0.3409,0.1364,0.1136,0.4091,0.0,0.0,0.0,5,5,0.1364
cam_01,2026-06-03T12:06:39.937238+00:00,58,856196,1996,428.9559,2382.069,0.0,0.0,0.2931,0.1379,0.1034,0.4655,0.0,0.0,0.0,5,5,0.1552
cam_01,2026-06-03T12:11:39.937238+00:00,76,1166382,3315,351.8498,2493.2368,0.0,0.0,0.2105,0.1316,0.0789,0.5789,0.0,0.0,0.0,5,5,0.3026
cam_01,2026-06-03T12:16:39.937238+00:00,52,800071,1810,442.0282,2336.5,0.0,0.0,0.25,0.1923,0.0962,0.4615,0.0,0.0,0.0,4,5,0.1346
cam_01,2026-06-03T12:21:39.937238+00:00,40,565486,803,704.2167,2735.15,0.0,0.0,0.3,0.1,0.075,0.525,0.0,0.0,0.0,4,5,0.125
cam_01,2026-06-03T12:26:39.937238+00:00,82,1193695,2402,496.9588,2455.7195,0.0,0.0,0.2439,0.1707,0.0976,0.4878,0.0,0.0,0.0,5,5,0.0732
cam_01,2026-06-03T12:31:39.937238+00:00,87,1298987,3266,397.7303,2425.2759,0.0,0.0,0.2184,0.1264,0.046,0.6092,0.0,0.0,0.0,5,5,0.1724
cam_01,2026-06-03T12:36:39.937238+00:00,47,739078,1433,515.7558,2305.8511,0.0,0.0,0.1489,0.1489,0.0638,0.6383,0.0,0.0,0.0,5,5,0.0851
cam_01,2026-06-03T12:41:39.937238+00:00,71,1083216,2611,414.8663,2414.5634,0.0,0.0,0.1972,0.1549,0.1268,0.5211,0.0,0.0,0.0,5,5,0.0845
cam_01,2026-06-03T12:46:39.937238+00:00,81,1113339,2483,448.3846,2480.1605,0.0,0.0,0.2593,0.1111,0.1852,0.4444,0.0,0.0,0.0,5,5,0.1605
cam_01,2026-06-03T12:51:39.937238+00:00,90,1314457,2623,501.1273,2656.4444,0.0,0.0,0.2,0.1444,0.0889,0.5667,0.0,0.0,0.0,5,5,0.1778
cam_01,2026-06-03T12:56:39.937238+00:00,74,1179787,3026,389.8833,2160.1622,0.0,0.0,0.2432,0.1081,0.1216,0.527,0.0,0.0,0.0,5,5,0.0811
cam_01,2026-06-03T13:01:39.937238+00:00,90,1237399,2811,440.1989,2422.7444,0.0,0.0,0.2889,0.1333,0.0889,0.4889,0.0,0.0,0.0,5,5,0.2
cam_01,2026-06-03T13:06:39.937238+00:00,61,922006,1755,525.3595,2617.4426,0.0,0.0,0.2951,0.1475,0.082,0.4754,0.0,0.0,0.0,5,5,0.1803
cam_01,2026-06-03T13:11:39.937238+00:00,76,1111972,2962,375.4126,2549.3158,0.0,0.0,0.25,0.1316,0.0921,0.5263,0.0,0.0,0.0,5,4,0.1711
cam_01,2026-06-03T13:16:39.937238+00:00,40,659498,1207,546.3944,2591.9,0.0,0.0,0.225,0.175,0.1,0.5,0.0,0.0,0.0,5,5,0.175
cam_01,2026-06-03T13:21:39.937238+00:00,88,1342227,3066,437.7779,2751.3068,0.0,0.0,0.2159,0.1136,0.1477,0.5227,0.0,0.0,0.0,5,5,0.0909
cam_01,2026-06-03T13:26:39.937238+00:00,46,682663,1507,452.9947,2625.5652,0.0,0.0,0.2609,0.1957,0.1304,0.413,0.0,0.0,0.0,5,5,0.2174
cam_01,2026-06-03T13:31:39.937238+00:00,52,787346,2022,389.3897,2791.5769,0.0,0.0,0.2115,0.2308,0.0577,0.5,0.0,0.0,0.0,4,4,0.1154
cam_01,2026-06-03T13:36:39.937238+00:00,48,759233,2067,367.3116,2183.9583,0.0,0.0,0.2292,0.2083,0.0625,0.5,0.0,0.0,0.0,5,5,0.125
cam_01,2026-06-03T13:41:39.937238+00:00,61,842235,1854,454.2799,2612.6393,0.0,0.0,0.2459,0.2295,0.1311,0.3934,0.0,0.0,0.0,5,5,0.2131
cam_01,2026-06-03T13:46:39.937238+00:00,67,1075290,2341,459.3293,2375.5224,0.0,0.0,0.209,0.209,0.0597,0.5224,0.0,0.0,0.0,5,5,0.1642
cam_01,2026-06-03T13:51:39.937238+00:00,40,593039,1101,538.6367,2352.425,0.0,0.0,0.125,0.25,0.075,0.55,0.0,0.0,0.0,5,5,0.15
cam_01,2026-06-03T13:56:39.937238+00:00,63,985257,2277,432.6996,2521.4921,0.0,0.0,0.2063,0.1905,0.0952,0.5079,0.0,0.0,0.0,5,5,0.1746
sensor_01,2026-06-03T05:41:39.937238+00:00,30,15241,91,167.4835,2248.1333,0.0,0.0,0.2,0.0,0.1333,0.0,0.6667,0.0,0.0,3,4,0.0333
sensor_01,2026-06-03T05:46:39.937238+00:00,34,15459,86,179.7558,2437.7059,0.0,0.0,0.1471,0.0,0.2059,0.0,0.6471,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T05:51:39.937238+00:00,34,17440,101,172.6733,2757.1176,0.0,0.0,0.2353,0.0,0.1176,0.0,0.6471,0.0,0.0,3,3,0.0294
sensor_01,2026-06-03T05:56:39.937238+00:00,28,14022,90,155.8,2458.3214,0.0,0.0,0.1786,0.0,0.1429,0.0,0.6786,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T06:01:39.937238+00:00,26,12933,74,174.7703,2418.6538,0.0,0.0,0.3077,0.0,0.0769,0.0,0.6154,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T06:06:39.937238+00:00,29,13904,81,171.6543,2675.3448,0.0,0.0,0.2414,0.0,0.1034,0.0,0.6552,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T06:11:39.937238+00:00,18,9655,50,193.1,2722.5556,0.0,0.0,0.1667,0.0,0.1111,0.0,0.7222,0.0,0.0,3,4,0.0556
sensor_01,2026-06-03T06:16:39.937238+00:00,26,12330,81,152.2222,2516.1923,0.0,0.0,0.2308,0.0,0.1154,0.0,0.6538,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T06:21:39.937238+00:00,24,11682,76,153.7105,2726.9167,0.0,0.0,0.25,0.0,0.125,0.0,0.625,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T06:26:39.937238+00:00,16,7903,54,146.3519,2708.5,0.0,0.0,0.25,0.0,0.0625,0.0,0.6875,0.0,0.0,3,4,0.0625
sensor_01,2026-06-03T06:31:39.937238+00:00,18,7986,42,190.1429,2363.8889,0.0,0.0,0.0556,0.0,0.1111,0.0,0.8333,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T06:36:39.937238+00:00,29,14391,90,159.9,1917.1379,0.0,0.0,0.2069,0.0,0.069,0.0,0.7241,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T06:41:39.937238+00:00,30,16067,107,150.1589,2318.7333,0.0,0.0,0.2667,0.0,0.1333,0.0,0.6,0.0,0.0,3,4,0.0333
sensor_01,2026-06-03T06:46:39.937238+00:00,29,16171,107,151.1308,2626.9655,0.0,0.0,0.2759,0.0,0.1034,0.0,0.6207,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T06:51:39.937238+00:00,33,16860,96,175.625,2559.4242,0.0,0.0,0.0909,0.0,0.2121,0.0,0.697,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T06:56:39.937238+00:00,26,14017,99,141.5859,2234.6538,0.0,0.0,0.1154,0.0,0.1923,0.0,0.6923,0.0,0.0,4,4,0.0769
sensor_01,2026-06-03T07:01:39.937238+00:00,31,14600,103,141.7476,2865.2258,0.0,0.0,0.3226,0.0,0.0968,0.0,0.5806,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T07:06:39.937238+00:00,17,7592,55,138.0364,2634.8824,0.0,0.0,0.2353,0.0,0.1765,0.0,0.5882,0.0,0.0,3,3,0.0588
sensor_01,2026-06-03T07:11:39.937238+00:00,22,10915,70,155.9286,3353.8182,0.0,0.0,0.1818,0.0,0.1364,0.0,0.6818,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T07:16:39.937238+00:00,34,16217,94,172.5213,2923.1471,0.0,0.0,0.1176,0.0,0.2647,0.0,0.6176,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T07:21:39.937238+00:00,35,16447,107,153.7103,2682.4,0.0,0.0,0.2286,0.0,0.0857,0.0,0.6857,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T07:26:39.937238+00:00,24,12542,100,125.42,2491.1667,0.0,0.0,0.1667,0.0,0.125,0.0,0.7083,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T07:31:39.937238+00:00,21,9483,62,152.9516,2630.0952,0.0,0.0,0.0476,0.0,0.1429,0.0,0.8095,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T07:36:39.937238+00:00,30,15695,98,160.1531,2340.5667,0.0,0.0,0.1,0.0,0.2333,0.0,0.6667,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T07:41:39.937238+00:00,28,14144,105,134.7048,2468.5714,0.0,0.0,0.2143,0.0,0.0357,0.0,0.75,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T07:46:39.937238+00:00,26,12833,87,147.5057,2926.5385,0.0,0.0,0.1538,0.0,0.1538,0.0,0.6923,0.0,0.0,3,4,0.0385
sensor_01,2026-06-03T07:51:39.937238+00:00,26,12019,77,156.0909,2627.2692,0.0,0.0,0.3077,0.0,0.0769,0.0,0.6154,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T07:56:39.937238+00:00,22,11821,70,168.8714,2127.5909,0.0,0.0,0.1364,0.0,0.0455,0.0,0.8182,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T08:01:39.937238+00:00,29,15161,109,139.0917,2558.3448,0.0,0.0,0.2414,0.0,0.2069,0.0,0.5517,0.0,0.0,3,3,0.0345
sensor_01,2026-06-03T08:06:39.937238+00:00,26,12926,90,143.6222,2374.4231,0.0,0.0,0.1923,0.0,0.2308,0.0,0.5769,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T08:11:39.937238+00:00,19,10750,56,191.9643,2013.4211,0.0,0.0,0.2105,0.0,0.0526,0.0,0.7368,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T08:16:39.937238+00:00,34,16269,100,162.69,2713.0,0.0,0.0,0.1471,0.0,0.1176,0.0,0.7353,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T08:21:39.937238+00:00,20,10320,55,187.6364,2254.1,0.0,0.0,0.15,0.0,0.3,0.0,0.55,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T08:26:39.937238+00:00,27,12590,77,163.5065,2159.7407,0.0,0.0,0.0741,0.0,0.0741,0.0,0.8519,0.0,0.0,3,4,0.037
sensor_01,2026-06-03T08:31:39.937238+00:00,34,15979,94,169.9894,2596.4706,0.0,0.0,0.2059,0.0,0.0588,0.0,0.7353,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T08:36:39.937238+00:00,33,16477,109,151.1651,2427.0303,0.0,0.0,0.2727,0.0,0.0606,0.0,0.6667,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T08:41:39.937238+00:00,18,10106,71,142.338,2589.6667,0.0,0.0,0.1111,0.0,0.2222,0.0,0.6667,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T08:46:39.937238+00:00,29,14191,82,173.061,2242.4828,0.0,0.0,0.1034,0.0,0.2069,0.0,0.6897,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T08:51:39.937238+00:00,16,6456,49,131.7551,2752.75,0.0,0.0,0.5,0.0,0.1875,0.0,0.3125,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T08:56:39.937238+00:00,22,10986,76,144.5526,2382.5455,0.0,0.0,0.1818,0.0,0.1818,0.0,0.6364,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T09:01:39.937238+00:00,16,7511,53,141.717,2406.8125,0.0,0.0,0.25,0.0,0.1875,0.0,0.5625,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T09:06:39.937238+00:00,15,6233,33,188.8788,2846.8667,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.0,0.0,2,3,0.0
sensor_01,2026-06-03T09:11:39.937238+00:00,17,7967,53,150.3208,3022.4706,0.0,0.0,0.2353,0.0,0.0588,0.0,0.7059,0.0,0.0,3,3,0.0588
sensor_01,2026-06-03T09:16:39.937238+00:00,31,14868,109,136.4037,2908.4516,0.0,0.0,0.2258,0.0,0.129,0.0,0.6452,0.0,0.0,3,4,0.0323
sensor_01,2026-06-03T09:21:39.937238+00:00,25,12800,84,152.381,2309.84,0.0,0.0,0.24,0.0,0.12,0.0,0.64,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T09:26:39.937238+00:00,34,17502,108,162.0556,2450.3235,0.0,0.0,0.1765,0.0,0.1765,0.0,0.6471,0.0,0.0,2,4,0.0
sensor_01,2026-06-03T09:31:39.937238+00:00,35,16082,96,167.5208,2779.4286,0.0,0.0,0.3429,0.0,0.1143,0.0,0.5429,0.0,0.0,3,3,0.0286
sensor_01,2026-06-03T09:36:39.937238+00:00,21,9763,62,157.4677,2606.5238,0.0,0.0,0.1429,0.0,0.2381,0.0,0.619,0.0,0.0,3,4,0.0476
sensor_01,2026-06-03T09:41:39.937238+00:00,25,13074,83,157.5181,2240.4,0.0,0.0,0.28,0.0,0.12,0.0,0.6,0.0,0.0,2,4,0.0
